first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
chiquenaude,chiqeenaude,r,,chiquenaude,,chiquenaude,control,r,,4,u,e,chiqeenaude,1,11
déplaire,duplaire,pr,dé,plaire,,déplaire,target,p,0.0,1,é,u,duplaire,1,8
menégat,menégat,prs,re,nég,at,renégat,target,p,0.0,0,r,m,menégat,2,7
injustice,injusticu,prs_long,in,just,ice,injustice,target,s,0.0,2,e,u,injusticu,1,9
sécouvert,sécouvert,pr_long,dé,couvert,,découvert,target,p,0.0,0,d,s,sécouvert,2,9
actigation,actigation,rsss,,act,iv_at_ion,activation,target,s,0.0,1,v,g,actigation,2,10
soirée,soirie,rs,,soir,ée,soirée,target,s,0.0,0,é,i,soirie,1,6
choucroute,choucroute,r,,choucroute,,choucroute,control,r,,3,u,i,choicroute,0,10
vaikselle,vaikselle,r,,vaisselle,,vaisselle,control,r,,3,s,k,vaikselle,2,9
conséqence,conséqance,rs_long,,conséq,ence,conséqence,target,s,0.0,0,e,a,conséqance,1,10
idéal,edéal,rs,,idé,al,idéal,target,r,,0,i,e,edéal,1,5
recouvert,racouvert,pr_long,re,couvert,,recouvert,target,p,0.0,1,e,a,racouvert,1,9
cartouche,cantouche,r,,cartouche,,cartouche,control,r,,2,r,n,cantouche,1,9
eszogriffe,eszogriffe,r,,escogriffe,,escogriffe,control,r,,2,c,z,eszogriffe,2,10
sonoricé,sonorité,rss,,son,or_ité,sonorité,target,s,1.0,1,t,c,sonoricé,3,8
gouacse,gouacse,r,,gouache,,gouache,control,r,,5,h,s,gouacse,2,7
satullite,satullite,r,,satellite,,satellite,control,r,,3,e,u,satullite,2,9
passager,patsager,rss,,pass,ag_er,passager,target,r,,2,s,t,patsager,1,8
dinosaure,dinosaure,r,,dinosaure,,dinosaure,control,r,,2,n,r,dirosaure,0,9
létqargie,léthargie,r,,léthargie,,léthargie,control,r,,3,h,q,létqargie,3,9
bourgeron,bourgeron,r,,bourgeron,,bourgeron,control,r,,0,b,v,vourgeron,0,9
amprudent,imprudent,prs_long,im,prud,ent,imprudent,target,p,0.0,0,i,a,amprudent,3,9
surnom,curnom,pr,sur,nom,,surnom,target,p,0.0,0,s,c,curnom,1,6
escarmouche,escarmouche,r,,escarmouche,,escarmouche,control,r,,7,u,o,escarmooche,0,11
cappuccino,cappuccino,r,,cappuccino,,cappuccino,control,r,,6,c,s,cappucsino,0,10
posval,postal,rs,,post,al,postal,target,r,,3,t,v,posval,3,6
haditacle,haditacle,r,,habitacle,,habitacle,control,r,,2,b,d,haditacle,2,9
grenat,grenat,r,,grenat,,grenat,control,r,,0,g,v,vrenat,0,6
