first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
hiérarchie,hiérarchie,r,,hiérarchie,,hiérarchie,control,r,,3,r,m,hiémarchie,0,10
incorrect,incorrect,pr_long,in,correct,,incorrect,target,r,,2,r,m,incomrect,0,9
barricade,barricede,r,,barricade,,barricade,control,r,,6,a,e,barricede,1,9
réalisatiàn,réalisatiàn,rsss,,réal,is_at_ion,réalisation,target,s,2.0,1,o,à,réalisatiàn,2,11
holodauste,holodauste,r,,holocauste,,holocauste,control,r,,4,c,d,holodauste,2,10
artise,artise,rs,,art,ise,artise,target,s,0.0,1,s,d,artide,0,6
dégoûtant,dégoûtamt,prs_long,dé,goût,ant,dégoûtant,target,s,0.0,1,n,m,dégoûtamt,1,9
eucalyptuh,eucalyptus,r,,eucalyptus,,eucalyptus,control,r,,9,s,h,eucalyptuh,3,10
ircrédulité,incrédulité,prss,in,créd,ul_ité,incrédulité,target,p,0.0,1,n,r,ircrédulité,3,11
formalidé,formalidé,rss,,form,al_ité,formalité,target,s,1.0,1,t,d,formalidé,2,9
coqueluche,coquenuche,r,,coqueluche,,coqueluche,control,r,,5,l,n,coquenuche,1,10
chiquenaude,chiquenaudo,r,,chiquenaude,,chiquenaude,control,r,,10,e,o,chiquenaudo,1,11
emprévu,imprévu,ppr,im_pré,vu,,imprévu,target,p,0.0,0,i,e,emprévu,3,7
espérando,espérando,r,,espéranto,,espéranto,control,r,,7,t,d,espérando,2,9
camembirt,camembert,r,,camembert,,camembert,control,r,,6,e,i,camembirt,3,9
imlortalité,imlortalité,prss,im,mort,al_ité,immortalité,target,r,,0,m,l,imlortalité,2,11
découverta,découverte,pr_long,dé,couverte,,découverte,target,r,,7,e,a,découverta,3,10
seulemert,seulement,rs_long,,seule,ment,seulement,target,s,0.0,2,n,r,seulemert,3,9
cramoisi,cramoisi,r,,cramoisi,,cramoisi,control,r,,5,i,o,cramoosi,0,8
vurenchère,vurenchère,ppr,sur_en,chère,,surenchère,target,p,0.0,0,s,v,vurenchère,2,10
cappuccono,cappuccino,r,,cappuccino,,cappuccino,control,r,,7,i,o,cappuccono,3,10
