first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
apocalypse,apocalypse,r,,apocalypse,,apocalypse,control,r,,8,s,v,apocalypve,0,10
orbiqal,orbital,rss,,orb,it_al,orbital,target,s,0.0,1,t,q,orbiqal,3,7
infinae,infinae,prs,in,fin,ie,infinie,target,s,0.0,0,i,a,infinae,2,7
bataille,batiille,r,,bataille,,bataille,control,r,,3,a,i,batiille,1,8
tintamarre,tiltamarre,r,,tintamarre,,tintamarre,control,r,,2,n,l,tiltamarre,1,10
invertain,incertain,prs_long,in,cert,ain,incertain,target,r,,0,c,v,invertain,3,9
cérémonie,cérémonie,r,,cérémonie,,cérémonie,control,r,,4,m,l,cérélonie,0,9
ilconnu,inconnu,pr,in,connu,,inconnu,target,p,0.0,1,n,l,ilconnu,3,7
utilitation,utilitation,rsss,,util,is_at_ion,utilisation,target,s,0.0,1,s,t,utilitation,2,11
inefficace,inefficace,pr_long,in,efficace,,inefficace,target,r,,2,f,s,inefsicace,0,10
salomandre,salomandre,r,,salamandre,,salamandre,control,r,,3,a,o,salomandre,2,10
léthargie,léthargee,r,,léthargie,,léthargie,control,r,,7,i,e,léthargee,1,9
catastrophe,catasdrophe,r,,catastrophe,,catastrophe,control,r,,5,t,d,catasdrophe,1,11
égalemunt,également,rs_long,,égale,ment,également,target,s,0.0,1,e,u,égalemunt,3,9
hojizon,hojizon,r,,horizon,,horizon,control,r,,2,r,j,hojizon,2,7
amoureuse,amoureuse,rs_long,,amour,euse,amoureuse,target,s,0.0,0,e,o,amourouse,0,9
justement,justement,rs_long,,juste,ment,justement,target,r,,4,e,i,justiment,0,9
diplomati,diplomati,r,,diplomate,,diplomate,control,r,,8,e,i,diplomati,2,9
envol,envol,pr,en,vol,,envol,target,r,,1,o,u,envul,0,5
surencgère,surencgère,ppr,sur_en,chère,,surenchère,target,r,,1,h,g,surencgère,2,10
escarmouche,escanmouche,r,,escarmouche,,escarmouche,control,r,,4,r,n,escanmouche,1,11
formalite,formalité,rss,,form,al_ité,formalité,target,s,1.0,2,é,e,formalite,3,9
contrat,contrat,r,,contrat,,contrat,control,r,,1,o,e,centrat,0,7
habitacle,habitacle,r,,habitacle,,habitacle,control,r,,5,a,e,habitecle,0,9
pauce,sauce,r,,sauce,,sauce,control,r,,0,s,p,pauce,3,5
