first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
salamandre,salamandre,r,,salamandre,,salamandre,control,r,,4,m,n,salanandre,0,10
renégat,renégot,prs,re,nég,at,renégat,target,s,0.0,0,a,o,renégot,1,7
hurricane,hurricane,r,,hurricane,,hurricane,control,r,,6,a,u,hurricune,0,9
dérision,dérision,prs,dé,ris,ion,dérision,target,p,0.0,0,d,v,vérision,0,8
abracadaqra,abracadabra,r,,abracadabra,,abracadabra,control,r,,8,b,q,abracadaqra,3,11
jossignol,jossignol,r,,rossignol,,rossignol,control,r,,0,r,j,jossignol,2,9
hévotion,dévotion,prs,dé,vot,ion,dévotion,target,p,0.0,0,d,h,hévotion,3,8
placide,placite,r,,placide,,placide,control,r,,5,d,t,placite,1,7
récanfort,récanfort,pr_long,ré,confort,,réconfort,target,r,,1,o,a,récanfort,2,9
chiquenuude,chiquenaude,r,,chiquenaude,,chiquenaude,control,r,,7,a,u,chiquenuude,3,11
catustrophe,catustrophe,r,,catastrophe,,catastrophe,control,r,,3,a,u,catustrophe,2,11
hasard,hasard,r,,hasard,,hasard,control,r,,4,r,n,hasand,0,6
activation,activution,rsss,,act,iv_at_ion,activation,target,s,1.0,0,a,u,activution,1,10
désaccold,désaccord,pr_long,dés,accord,,désaccord,target,r,,4,r,l,désaccold,3,9
surenchère,burenchère,ppr,sur_en,chère,,surenchère,target,p,0.0,0,s,b,burenchère,1,10
capharnaüm,capfarnaüm,r,,capharnaüm,,capharnaüm,control,r,,3,h,f,capfarnaüm,1,10
coussin,coussin,r,,coussin,,coussin,control,r,,4,s,c,couscin,0,7
ribambemle,ribambelle,r,,ribambelle,,ribambelle,control,r,,7,l,m,ribambemle,3,10
banquise,benquise,r,,banquise,,banquise,control,r,,1,a,e,benquise,1,8
émotionnel,émotiolnel,rss,,émot,ion_nel,émotionnel,target,s,0.0,2,n,l,émotiolnel,1,10
fréalable,préalable,r,,préalable,,préalable,control,r,,0,p,f,fréalable,3,9
regecouvre,redecouvre,ppr,re_de,couvre,,redecouvre,target,p,1.0,0,d,g,regecouvre,3,10
artise,ardise,rs,,art,ise,artise,target,r,,2,t,d,ardise,1,6
créativité,craativité,rsss,,cré,at_iv_ité,créativité,target,r,,2,é,a,craativité,1,10
imprudent,imprudent,prs_long,im,prud,ent,imprudent,target,s,0.0,0,e,a,imprudant,0,9
